client_id,subscription_id,cycle_number,tenure_months,contract,monthly_charges,total_charges,payment_method,paperless_billing,nivel_reportes,control_stock,duracion_ciclo_dias,dias_restantes_al_corte,renovacion_automatica,alertas_enviadas,renovaciones_previas,region,client_estado,partner,dependents,target_renovo
CL-02680,1666,20,20,mensual,147.92,2674.27,tarjeta,1,basico,0,30,30,0,0,19,Lima,activo,si,no,1
CL-02681,314,3,41,enterprise,204.51,6879.6,transferencia,1,premium,1,365,35,1,0,2,Lima,activo,no,no,1
CL-02682,1244,3,42,enterprise,248.94,10036.12,factura,0,avanzado,1,365,14,1,0,2,Lima,activo,no,si,1
CL-02683,1741,17,17,mensual,156.12,2661.51,tarjeta,0,basico,1,30,12,0,1,16,Trujillo,activo,no,no,1
CL-02684,1398,1,12,anual,302.46,3039.89,yape,0,basico,1,365,41,0,0,0,Arequipa,activo,si,si,0
CL-02685,2431,23,23,mensual,145.16,3418.95,yape,1,basico,1,30,45,0,0,22,Arequipa,activo,no,si,1
CL-02686,808,1,20,anual,81.94,1596.31,tarjeta,0,premium,0,365,14,1,1,0,Lima,activo,no,si,1
CL-02687,121,1,1,mensual,100.3,104.96,factura,1,premium,0,30,3,0,0,0,Lima,activo,no,si,0
CL-02688,1374,1,16,anual,56.58,732.92,yape,0,premium,0,365,29,1,0,0,Lima,activo,si,no,1
CL-02689,2428,38,38,mensual,128.52,4339.05,transferencia,0,avanzado,1,30,1,0,0,37,Chiclayo,activo,no,no,1
CL-02690,804,63,63,mensual,124.08,7364.37,transferencia,0,premium,0,30,9,0,1,62,Lima,activo,si,no,1
CL-02691,2012,3,45,enterprise,239.97,10570.53,transferencia,0,avanzado,0,365,24,1,0,2,Piura,activo,no,si,1
CL-02692,2267,1,1,mensual,131.3,134.4,tarjeta,0,basico,1,30,17,0,0,0,Chiclayo,activo,si,no,0
CL-02693,458,3,48,enterprise,322.2,15734.41,factura,0,avanzado,1,365,3,1,1,2,Lima,activo,si,si,1
CL-02694,209,1,18,enterprise,279.07,4123.28,transferencia,1,avanzado,0,365,16,0,0,0,Chiclayo,activo,no,si,0
CL-02695,790,3,43,enterprise,113.43,4276.3,transferencia,1,basico,1,365,31,0,0,2,Cusco,activo,no,no,1
CL-02696,509,32,32,mensual,113.11,3494.62,factura,1,basico,0,30,34,0,0,31,Lima,activo,no,si,1
CL-02697,2469,2,27,enterprise,408.77,8715.69,transferencia,0,avanzado,1,365,34,1,0,1,Cusco,activo,no,no,0
CL-02698,630,29,29,mensual,187.83,5653.02,tarjeta,0,avanzado,0,30,13,0,1,28,Arequipa,activo,si,no,1
CL-02699,2245,31,31,mensual,103.47,3124.45,tarjeta,1,basico,1,30,30,0,0,30,Lima,activo,si,si,1
CL-02700,1969,5,65,enterprise,375.92,24401.88,factura,0,basico,0,365,15,0,0,4,Lima,activo,si,no,1
CL-02701,2306,2,31,anual,300.77,9531.17,transferencia,1,avanzado,1,365,30,1,0,1,Trujillo,activo,si,no,1
CL-02702,1131,59,59,mensual,127.82,6058.64,transferencia,1,avanzado,1,30,1,0,1,58,Lima,activo,si,no,1
CL-02703,1669,55,55,mensual,198.87,9588.55,transferencia,1,basico,0,30,19,0,0,54,Chiclayo,activo,no,no,1
CL-02704,1388,3,48,enterprise,519.72,23587.0,transferencia,0,premium,1,365,15,1,0,2,Piura,activo,si,no,1
CL-02705,1231,1,1,anual,355.44,354.28,transferencia,0,avanzado,1,365,31,1,0,0,Arequipa,activo,no,no,0
CL-02706,739,59,59,mensual,172.23,9870.96,factura,0,basico,1,30,13,0,1,58,Trujillo,activo,no,no,1
CL-02707,533,1,21,enterprise,682.22,11267.3,tarjeta,0,basico,1,365,14,1,0,0,Piura,activo,si,si,0
CL-02708,672,49,49,mensual,89.55,4140.92,tarjeta,1,basico,0,30,25,0,0,48,Lima,activo,si,no,1
CL-02709,718,8,8,mensual,276.76,1855.88,factura,1,basico,1,30,30,0,0,7,Cusco,activo,si,no,0
CL-02710,1621,1,3,anual,234.52,613.47,tarjeta,1,premium,1,365,19,1,0,0,Lima,activo,si,si,1
CL-02711,182,5,72,enterprise,417.91,31541.91,factura,0,premium,0,365,41,0,0,4,Piura,activo,no,si,1
CL-02712,1715,8,8,mensual,99.53,634.7,yape,0,avanzado,0,30,45,0,0,7,Lima,activo,no,si,0
CL-02713,1735,60,60,mensual,193.24,9058.87,yape,0,basico,1,30,28,0,0,59,Trujillo,activo,no,no,1
CL-02714,1295,35,35,mensual,184.79,5644.6,tarjeta,1,basico,1,30,25,0,0,34,Cusco,activo,si,si,1
CL-02715,2203,1,22,enterprise,134.92,2995.66,tarjeta,0,avanzado,0,365,24,1,0,0,Trujillo,activo,si,si,1
CL-02716,1759,31,31,mensual,104.42,2585.29,tarjeta,0,premium,0,30,4,0,0,30,Lima,activo,no,no,1
CL-02717,1539,1,1,mensual,36.6,28.33,transferencia,1,avanzado,1,30,19,0,0,0,Lima,activo,si,no,0
CL-02718,1933,2,32,enterprise,233.95,6555.5,yape,1,premium,1,365,37,1,0,1,Cusco,activo,si,no,1
CL-02719,1352,5,5,mensual,74.0,347.69,transferencia,0,basico,1,30,32,0,0,4,Lima,activo,no,no,0
CL-02720,255,1,22,anual,129.45,2268.09,tarjeta,1,avanzado,1,365,3,0,0,0,Piura,activo,si,no,0
CL-02721,1713,55,55,mensual,205.31,11194.67,tarjeta,0,basico,0,30,7,0,1,54,Arequipa,activo,si,no,1
CL-02722,587,3,38,enterprise,449.07,17129.08,transferencia,1,avanzado,1,365,38,1,0,2,Lima,inactivo,no,no,0
CL-02723,158,1,1,mensual,40.7,36.91,tarjeta,0,avanzado,1,30,34,0,0,0,Lima,activo,no,si,0
CL-02724,1554,53,53,mensual,131.22,5279.55,yape,0,avanzado,1,30,19,0,0,52,Lima,activo,no,si,1
CL-02725,725,32,32,mensual,186.65,5404.37,tarjeta,1,avanzado,1,30,43,0,0,31,Piura,activo,si,no,1
CL-02726,2184,1,19,anual,185.17,2864.74,transferencia,0,basico,1,365,3,1,1,0,Trujillo,activo,si,no,1
CL-02727,979,4,50,enterprise,337.9,14932.29,yape,1,basico,0,365,35,1,0,3,Trujillo,activo,si,no,1
CL-02728,2028,28,28,mensual,137.45,3763.63,transferencia,0,avanzado,0,30,44,0,0,27,Chiclayo,activo,si,no,1
CL-02729,2085,3,3,mensual,52.88,121.57,factura,0,avanzado,0,30,20,0,0,2,Lima,activo,no,no,0
CL-02730,1457,5,72,enterprise,152.37,8228.48,yape,1,premium,1,365,23,1,0,4,Lima,activo,si,no,1
CL-02731,674,31,31,mensual,103.76,2541.19,tarjeta,1,avanzado,1,30,10,0,0,30,Arequipa,suspendido,si,no,1
CL-02732,1109,30,30,mensual,148.03,3391.12,tarjeta,0,avanzado,1,30,39,0,0,29,Lima,activo,no,si,1
CL-02733,236,1,22,anual,133.7,2435.85,factura,1,avanzado,0,365,33,1,0,0,Lima,activo,si,si,1
CL-02734,81,61,61,mensual,87.28,4638.77,yape,0,avanzado,0,30,19,0,0,60,Arequipa,activo,no,no,1
CL-02735,105,19,19,mensual,124.63,2329.88,factura,0,basico,0,30,11,0,0,18,Arequipa,activo,si,si,1
CL-02736,2304,1,1,mensual,175.36,133.12,tarjeta,0,basico,1,30,21,0,0,0,Lima,activo,si,si,0
CL-02737,328,15,15,mensual,103.77,1331.31,factura,0,basico,0,30,21,0,0,14,Trujillo,activo,si,si,1
CL-02738,1861,64,64,mensual,161.48,10632.7,factura,0,basico,1,30,17,0,0,63,Lima,activo,no,no,1
CL-02739,2366,4,52,anual,107.21,5145.17,tarjeta,1,premium,0,365,38,1,0,3,Arequipa,activo,no,si,1
CL-02740,711,2,26,anual,191.57,4971.0,tarjeta,0,avanzado,0,365,17,1,0,1,Trujillo,activo,si,si,1
CL-02741,516,66,66,mensual,113.1,6681.22,transferencia,0,premium,0,30,6,0,1,65,Lima,activo,no,si,1
CL-02742,1264,4,50,enterprise,374.77,14600.52,transferencia,0,premium,0,365,36,1,0,3,Cusco,activo,no,no,1
CL-02743,1499,25,25,mensual,64.6,1301.82,tarjeta,1,premium,1,30,33,0,0,24,Trujillo,activo,si,no,1
CL-02744,598,2,28,enterprise,438.42,11998.63,tarjeta,1,avanzado,0,365,2,1,1,1,Lima,activo,no,no,0
CL-02745,1121,40,40,mensual,29.69,1198.56,factura,1,basico,1,30,32,0,0,39,Lima,activo,si,si,1
CL-02746,2288,1,11,enterprise,598.93,5865.25,tarjeta,1,basico,0,365,23,1,0,0,Lima,activo,no,no,0
CL-02747,1157,32,32,mensual,98.88,2840.58,factura,0,avanzado,1,30,31,0,0,31,Piura,inactivo,si,si,1
CL-02748,1121,39,39,mensual,155.47,5366.27,tarjeta,0,basico,0,30,12,0,1,38,Lima,activo,si,no,1
CL-02749,718,1,1,mensual,196.81,148.69,yape,1,basico,1,30,9,0,1,0,Arequipa,activo,no,si,0
CL-02750,2134,27,27,mensual,189.01,3973.68,tarjeta,0,premium,1,30,26,0,0,26,Arequipa,activo,no,no,1
CL-02751,2358,24,24,mensual,70.69,1777.26,tarjeta,1,avanzado,1,30,3,0,1,23,Arequipa,activo,no,no,1
CL-02752,1549,4,57,anual,276.78,12031.19,yape,1,basico,1,365,10,1,1,3,Lima,activo,no,no,1
CL-02753,561,1,1,enterprise,635.28,542.97,tarjeta,0,avanzado,1,365,2,1,1,0,Lima,activo,no,si,0
CL-02754,1313,23,23,mensual,83.38,1835.67,tarjeta,1,avanzado,1,30,16,0,0,22,Lima,activo,no,no,1
CL-02755,370,1,20,enterprise,549.68,9646.33,transferencia,1,premium,1,365,41,1,0,0,Lima,activo,no,no,0
CL-02756,2267,4,55,enterprise,415.32,23865.93,transferencia,0,avanzado,1,365,24,1,0,3,Trujillo,activo,no,no,1
CL-02757,2311,2,31,enterprise,270.28,6366.3,transferencia,1,basico,1,365,34,1,0,1,Trujillo,activo,no,no,1
CL-02758,346,5,72,anual,123.01,8966.26,tarjeta,1,avanzado,1,365,34,1,0,4,Lima,activo,no,no,1
CL-02759,1231,3,48,anual,155.22,5889.1,factura,1,avanzado,1,365,6,1,0,2,Lima,activo,no,no,1
CL-02760,161,22,22,mensual,27.03,482.53,tarjeta,1,avanzado,0,30,43,0,0,21,Cusco,inactivo,si,si,1
CL-02761,1273,3,38,anual,177.46,6126.39,yape,0,avanzado,1,365,7,1,1,2,Lima,activo,no,no,1
CL-02762,1658,1,23,enterprise,216.62,5039.24,yape,1,avanzado,0,365,11,1,1,0,Arequipa,activo,si,si,0
CL-02763,1845,53,53,mensual,67.81,3141.9,tarjeta,1,premium,0,30,30,0,0,52,Arequipa,activo,si,no,1
CL-02764,2288,1,1,mensual,154.08,129.13,transferencia,0,premium,1,30,22,0,0,0,Trujillo,activo,no,no,0
CL-02765,2453,12,12,mensual,84.22,879.76,transferencia,0,basico,0,30,10,0,1,11,Cusco,activo,si,no,1
CL-02766,334,3,43,enterprise,244.52,8183.36,yape,1,avanzado,0,365,16,1,0,2,Chiclayo,activo,si,si,1
CL-02767,1787,62,62,mensual,103.29,6413.4,yape,0,basico,1,30,19,0,0,61,Lima,activo,no,si,1
CL-02768,607,1,1,anual,181.72,186.18,transferencia,0,basico,0,365,28,0,0,0,Lima,activo,si,no,0
CL-02769,1910,5,66,enterprise,242.44,15244.71,yape,0,basico,1,365,36,1,0,4,Arequipa,activo,no,no,1
CL-02770,999,2,28,enterprise,154.35,3817.88,tarjeta,0,avanzado,0,365,17,1,0,1,Lima,activo,si,no,1
CL-02771,1508,1,1,mensual,125.68,117.42,yape,0,basico,1,30,18,0,0,0,Lima,activo,si,si,0
CL-02772,2330,1,1,enterprise,324.25,296.87,transferencia,0,avanzado,0,365,5,0,1,0,Piura,inactivo,no,si,0
CL-02773,2321,1,1,enterprise,137.16,104.99,factura,0,basico,1,365,43,0,0,0,Lima,activo,no,no,0
CL-02774,2131,31,31,mensual,87.46,2354.26,factura,0,basico,0,30,28,0,0,30,Arequipa,activo,no,no,1
CL-02775,1158,2,30,anual,249.19,7079.85,tarjeta,1,basico,0,365,12,0,1,1,Lima,activo,no,no,1
CL-02776,2429,47,47,mensual,170.35,8041.2,yape,0,basico,0,30,2,0,0,46,Cusco,activo,no,no,1
CL-02777,2,1,18,anual,149.26,2304.34,transferencia,1,basico,0,365,43,0,0,0,Arequipa,activo,si,si,0
CL-02778,1934,5,5,mensual,159.35,793.39,yape,1,premium,1,30,2,0,1,4,Lima,activo,no,no,0
CL-02779,539,22,22,mensual,54.35,1168.29,tarjeta,1,avanzado,1,30,9,0,1,21,Lima,activo,no,si,1
CL-02780,871,33,33,mensual,66.86,2269.91,yape,0,premium,0,30,40,0,0,32,Lima,activo,si,no,1
CL-02781,2327,38,38,mensual,110.55,4397.63,tarjeta,1,basico,1,30,16,0,0,37,Arequipa,activo,si,no,1
CL-02782,132,12,12,mensual,177.69,1625.91,factura,1,basico,1,30,40,0,0,11,Lima,activo,si,si,1
CL-02783,507,4,54,anual,226.68,10787.03,transferencia,0,premium,1,365,25,1,0,3,Lima,activo,si,si,1
CL-02784,1538,17,17,mensual,89.43,1493.05,tarjeta,1,avanzado,1,30,26,0,0,16,Lima,activo,no,si,1
CL-02785,2475,11,11,mensual,236.81,2596.96,yape,0,basico,1,30,42,0,0,10,Lima,activo,si,si,1
CL-02786,2236,1,19,anual,163.18,2402.38,transferencia,1,basico,1,365,1,1,1,0,Lima,activo,si,no,1
CL-02787,1385,4,58,anual,307.98,16647.76,tarjeta,0,premium,1,365,16,1,0,3,Cusco,activo,si,si,1
CL-02788,1117,29,29,mensual,90.59,2678.43,yape,0,basico,0,30,16,0,0,28,Trujillo,activo,no,si,1
CL-02789,996,1,15,enterprise,143.45,1760.38,tarjeta,1,avanzado,0,365,33,1,0,0,Lima,activo,si,no,1
CL-02790,981,55,55,mensual,125.22,5883.01,tarjeta,1,premium,1,30,16,0,0,54,Trujillo,activo,no,si,1
CL-02791,1967,5,72,enterprise,282.07,17637.47,transferencia,1,avanzado,0,365,40,1,0,4,Lima,activo,no,no,1
CL-02792,1982,37,37,mensual,59.69,1917.8,transferencia,0,avanzado,0,30,33,0,0,36,Lima,activo,si,no,1
CL-02793,744,5,62,anual,404.36,23027.39,tarjeta,1,avanzado,1,365,41,0,0,4,Lima,activo,si,no,1
CL-02794,998,4,57,enterprise,355.73,15577.34,tarjeta,0,avanzado,0,365,37,0,0,3,Arequipa,activo,no,no,1
CL-02795,2053,1,17,enterprise,353.29,5908.38,transferencia,0,avanzado,0,365,34,1,0,0,Lima,activo,si,si,1
CL-02796,1834,2,33,anual,159.58,4143.73,transferencia,0,basico,1,365,16,0,0,1,Lima,activo,no,si,1
CL-02797,1304,1,1,anual,160.07,159.11,transferencia,0,avanzado,0,365,33,1,0,0,Cusco,activo,si,no,0
CL-02798,520,27,27,mensual,141.33,2881.5,factura,1,premium,1,30,19,0,0,26,Lima,activo,si,si,1
CL-02799,597,1,16,anual,49.29,777.68,tarjeta,0,basico,0,365,16,1,0,0,Cusco,activo,si,no,1
CL-02800,1584,1,22,enterprise,129.09,2432.67,factura,0,avanzado,1,365,11,0,1,0,Lima,activo,si,no,0
CL-02801,1747,1,13,enterprise,307.88,3789.34,transferencia,0,avanzado,1,365,41,0,0,0,Lima,activo,si,si,0
CL-02802,1425,25,25,mensual,225.92,4539.59,yape,0,avanzado,0,30,33,0,0,24,Arequipa,activo,si,si,1
CL-02803,1388,45,45,mensual,86.14,3531.71,transferencia,0,avanzado,1,30,3,0,1,44,Lima,activo,si,no,1
CL-02804,1097,2,29,anual,247.47,6026.46,tarjeta,1,avanzado,1,365,16,1,0,1,Piura,activo,si,si,0
CL-02805,1877,1,1,mensual,92.85,69.75,transferencia,1,basico,1,30,27,0,0,0,Lima,activo,si,no,0
CL-02806,822,14,14,mensual,155.11,2101.06,yape,1,basico,0,30,32,0,0,13,Trujillo,activo,si,si,1
CL-02807,1617,1,1,mensual,28.26,22.31,tarjeta,1,basico,1,30,14,0,0,0,Cusco,activo,no,no,0
CL-02808,1539,3,38,anual,242.1,9493.38,tarjeta,1,avanzado,1,365,32,1,0,2,Lima,activo,si,si,1
CL-02809,591,44,44,mensual,102.89,4133.83,yape,0,avanzado,1,30,13,0,1,43,Cusco,activo,no,no,1
CL-02810,2369,38,38,mensual,193.73,5525.0,yape,0,basico,1,30,8,0,1,37,Arequipa,activo,no,si,1
CL-02811,1853,13,13,mensual,82.49,1108.27,transferencia,1,avanzado,0,30,4,0,1,12,Chiclayo,activo,no,no,1
CL-02812,769,3,38,enterprise,289.02,8674.57,yape,1,avanzado,1,365,40,1,0,2,Lima,activo,no,no,0
CL-02813,708,1,20,anual,182.34,3647.47,yape,0,avanzado,1,365,30,1,0,0,Lima,inactivo,si,no,0
CL-02814,141,4,4,mensual,72.4,245.81,transferencia,0,avanzado,0,30,38,0,0,3,Piura,activo,si,no,1
CL-02815,1156,50,50,mensual,45.05,2073.24,yape,0,avanzado,1,30,25,0,0,49,Trujillo,activo,no,no,1
CL-02816,2196,4,52,anual,116.24,6048.82,tarjeta,0,basico,0,365,27,1,0,3,Cusco,activo,no,no,1
CL-02817,669,55,55,mensual,136.07,5725.5,tarjeta,1,avanzado,1,30,14,0,1,54,Lima,activo,no,si,1
CL-02818,46,1,17,anual,119.43,1936.95,transferencia,0,basico,1,365,4,1,1,0,Arequipa,activo,no,no,1
CL-02819,1131,61,61,mensual,99.37,4816.37,transferencia,0,basico,1,30,33,0,0,60,Chiclayo,activo,no,no,1
CL-02820,160,1,20,enterprise,86.96,1678.19,tarjeta,0,avanzado,1,365,8,0,0,0,Arequipa,activo,si,si,0
CL-02821,1983,48,48,mensual,86.33,3307.66,transferencia,1,basico,1,30,40,0,0,47,Cusco,activo,si,si,1
CL-02822,359,1,19,anual,307.12,4414.87,tarjeta,1,basico,0,365,5,1,1,0,Chiclayo,activo,no,si,0
CL-02823,999,26,26,mensual,186.27,3858.1,yape,0,basico,1,30,44,0,0,25,Cusco,activo,no,si,1
CL-02824,1867,1,1,enterprise,275.66,258.49,transferencia,0,avanzado,0,365,21,1,0,0,Trujillo,activo,no,si,1
CL-02825,627,1,24,enterprise,272.84,6847.53,transferencia,0,basico,1,365,13,1,0,0,Lima,activo,si,si,1
CL-02826,172,2,34,anual,96.09,3401.13,factura,1,premium,0,365,12,1,1,1,Lima,activo,si,si,1
CL-02827,1970,22,22,mensual,232.65,4983.73,transferencia,0,basico,1,30,31,0,0,21,Cusco,activo,si,si,1
CL-02828,1239,72,72,mensual,222.4,15970.75,transferencia,1,basico,0,30,38,0,0,71,Chiclayo,activo,si,no,1
CL-02829,185,1,3,enterprise,256.5,778.88,tarjeta,0,avanzado,1,365,22,0,0,0,Lima,activo,si,no,0
CL-02830,346,1,18,anual,405.26,6627.26,tarjeta,1,avanzado,1,365,20,1,0,0,Cusco,activo,si,si,0
CL-02831,2233,10,10,mensual,97.04,794.35,factura,1,avanzado,1,30,40,0,0,9,Lima,inactivo,si,no,1
CL-02832,1390,18,18,mensual,57.32,978.45,factura,1,basico,0,30,21,0,0,17,Lima,activo,no,no,1
CL-02833,646,57,57,mensual,81.62,3686.88,yape,0,avanzado,1,30,15,0,0,56,Lima,activo,si,si,1
CL-02834,1216,5,68,enterprise,296.83,20178.55,factura,0,avanzado,1,365,42,1,0,4,Lima,activo,si,no,1
CL-02835,2464,1,15,anual,309.91,4061.19,tarjeta,0,premium,0,365,37,1,0,0,Lima,activo,si,no,0
CL-02836,777,1,14,anual,129.22,1501.44,yape,0,avanzado,1,365,26,1,0,0,Lima,activo,no,si,1
CL-02837,528,1,3,anual,104.72,315.11,tarjeta,0,basico,1,365,1,1,1,0,Trujillo,activo,no,no,0
CL-02838,1430,64,64,mensual,59.62,2989.04,transferencia,1,avanzado,0,30,18,0,0,63,Lima,activo,no,no,1
CL-02839,2061,59,59,mensual,208.84,12844.58,yape,1,basico,1,30,44,0,0,58,Arequipa,activo,no,no,1
CL-02840,766,29,29,mensual,164.51,4938.36,yape,0,avanzado,1,30,45,0,0,28,Lima,activo,si,si,1
CL-02841,221,1,1,enterprise,200.99,187.45,tarjeta,1,avanzado,0,365,31,1,0,0,Lima,inactivo,no,si,0
CL-02842,2101,1,1,mensual,36.56,35.23,factura,0,basico,1,30,21,0,0,0,Lima,suspendido,si,no,0
CL-02843,2071,36,36,mensual,58.66,1607.36,transferencia,0,basico,1,30,39,0,0,35,Trujillo,activo,no,no,1
CL-02844,2316,45,45,mensual,195.26,7742.18,factura,0,basico,0,30,27,0,0,44,Lima,activo,no,no,1
CL-02845,878,1,1,mensual,146.89,149.15,transferencia,0,basico,1,30,3,0,1,0,Piura,activo,si,no,0
CL-02846,1297,1,24,anual,158.2,2860.72,tarjeta,1,avanzado,0,365,18,1,0,0,Lima,activo,si,no,1
CL-02847,1181,72,72,mensual,181.62,10947.58,factura,0,avanzado,0,30,15,0,0,71,Lima,activo,no,no,1
CL-02848,309,27,27,mensual,195.88,4527.98,yape,0,basico,0,30,31,0,0,26,Lima,activo,no,si,1
CL-02849,1562,5,68,enterprise,265.03,17166.42,tarjeta,1,basico,1,365,10,1,1,4,Lima,activo,no,no,1
CL-02850,806,48,48,mensual,130.1,6004.07,transferencia,0,premium,0,30,35,0,0,47,Lima,activo,si,no,1
CL-02851,2241,5,5,mensual,81.99,315.48,tarjeta,0,basico,0,30,11,0,1,4,Chiclayo,activo,no,no,0
CL-02852,2052,25,25,mensual,95.91,1954.78,factura,1,premium,0,30,29,0,0,24,Lima,activo,no,no,1
CL-02853,555,2,29,enterprise,98.64,2853.84,transferencia,0,basico,1,365,14,1,1,1,Arequipa,activo,si,no,1
CL-02854,520,8,8,mensual,30.39,196.33,tarjeta,1,premium,0,30,12,0,0,7,Lima,activo,no,si,0
CL-02855,313,1,8,anual,58.53,391.43,tarjeta,1,avanzado,0,365,32,1,0,0,Cusco,activo,si,si,1
CL-02856,319,5,69,enterprise,377.82,20821.08,tarjeta,1,basico,1,365,43,1,0,4,Trujillo,activo,no,no,1
CL-02857,1133,1,8,anual,52.31,408.56,transferencia,0,basico,1,365,36,1,0,0,Lima,activo,no,si,1
CL-02858,2406,58,58,mensual,183.91,8086.83,factura,1,basico,1,30,24,0,0,57,Lima,activo,si,si,1
CL-02859,1321,1,21,anual,99.14,1750.02,factura,0,basico,1,365,42,1,0,0,Trujillo,activo,si,no,1
CL-02860,1377,31,31,mensual,219.68,6195.09,transferencia,0,basico,1,30,38,0,0,30,Trujillo,activo,no,no,1
CL-02861,1009,46,46,mensual,111.15,3843.91,factura,1,avanzado,1,30,42,0,0,45,Trujillo,activo,no,no,1
CL-02862,1155,17,17,mensual,36.13,636.44,yape,1,avanzado,1,30,1,0,1,16,Trujillo,activo,no,no,1
CL-02863,1235,46,46,mensual,222.73,10356.1,yape,1,basico,1,30,37,0,0,45,Piura,activo,no,no,1
CL-02864,2308,1,1,mensual,207.89,196.29,tarjeta,1,avanzado,0,30,24,0,0,0,Lima,activo,no,no,0
CL-02865,158,43,43,mensual,62.97,2387.49,yape,1,basico,1,30,32,0,0,42,Lima,activo,si,no,1
CL-02866,1341,1,1,mensual,86.85,69.18,factura,0,basico,1,30,43,0,0,0,Piura,inactivo,no,no,0
CL-02867,1449,26,26,mensual,54.21,1291.19,yape,0,basico,1,30,24,0,0,25,Lima,activo,si,si,1
CL-02868,1237,4,53,anual,204.08,8888.38,transferencia,1,basico,0,365,31,1,0,3,Chiclayo,activo,si,si,1
CL-02869,1071,3,47,enterprise,335.2,14831.27,tarjeta,0,basico,0,365,45,1,0,2,Cusco,activo,no,no,1
CL-02870,751,1,1,mensual,91.87,72.91,transferencia,0,basico,1,30,6,0,1,0,Trujillo,activo,no,no,0
CL-02871,1107,1,3,anual,44.14,127.8,yape,1,basico,0,365,34,1,0,0,Piura,activo,si,si,1
CL-02872,1689,15,15,mensual,92.37,1173.38,tarjeta,0,premium,1,30,32,0,0,14,Cusco,activo,si,no,1
CL-02873,783,36,36,mensual,142.18,4609.68,transferencia,1,avanzado,0,30,9,0,1,35,Lima,activo,si,si,1
CL-02874,1785,1,1,mensual,105.66,84.37,yape,1,premium,0,30,1,0,1,0,Arequipa,inactivo,no,no,0
CL-02875,2043,32,32,mensual,86.39,2285.9,factura,1,basico,0,30,29,0,0,31,Lima,activo,no,no,1
CL-02876,339,40,40,mensual,66.25,2345.42,yape,0,premium,1,30,17,0,0,39,Lima,activo,no,no,1
CL-02877,1626,25,25,mensual,83.9,1861.44,transferencia,1,basico,0,30,15,0,0,24,Lima,activo,no,no,1
CL-02878,1952,45,45,mensual,175.85,8308.38,tarjeta,1,basico,0,30,11,0,1,44,Lima,activo,no,no,1
CL-02879,1917,37,37,mensual,48.98,1541.56,yape,1,basico,1,30,25,0,0,36,Arequipa,activo,no,no,1
CL-02880,1106,19,19,mensual,188.78,2780.91,yape,0,avanzado,1,30,12,0,1,18,Cusco,activo,no,no,1
CL-02881,721,1,1,mensual,121.09,109.86,transferencia,0,basico,1,30,4,0,0,0,Lima,activo,no,si,0
CL-02882,1048,35,35,mensual,133.41,3952.83,factura,0,avanzado,1,30,2,0,1,34,Lima,activo,si,si,1
CL-02883,1940,8,8,mensual,60.08,487.05,tarjeta,0,avanzado,0,30,12,0,1,7,Trujillo,activo,no,no,0
CL-02884,2261,18,18,mensual,83.73,1225.44,transferencia,0,basico,1,30,28,0,0,17,Trujillo,activo,no,no,1
CL-02885,1342,44,44,mensual,108.85,4821.48,yape,0,avanzado,0,30,24,0,0,43,Lima,activo,no,no,1
CL-02886,392,67,67,mensual,106.67,6782.92,factura,1,basico,0,30,34,0,0,66,Lima,activo,no,si,1
CL-02887,215,31,31,mensual,115.11,2877.55,transferencia,1,basico,1,30,27,0,0,30,Arequipa,activo,no,no,1
CL-02888,1225,3,45,enterprise,318.16,12478.5,transferencia,1,basico,0,365,14,1,1,2,Piura,activo,si,no,1
CL-02889,1325,1,1,mensual,285.28,256.1,factura,1,basico,1,30,42,0,0,0,Lima,inactivo,no,no,0
CL-02890,1127,38,38,mensual,130.53,4496.56,transferencia,0,basico,0,30,27,0,0,37,Chiclayo,activo,no,no,1
CL-02891,1879,30,30,mensual,30.2,787.43,tarjeta,1,basico,0,30,28,0,0,29,Chiclayo,activo,no,no,1
CL-02892,1504,5,62,enterprise,375.22,21527.9,transferencia,1,basico,1,365,23,1,0,4,Trujillo,activo,si,no,1
CL-02893,1320,1,19,anual,174.06,3191.46,transferencia,0,premium,1,365,20,1,0,0,Chiclayo,activo,no,si,1
CL-02894,556,2,26,anual,348.99,8183.2,yape,1,premium,1,365,45,1,0,1,Lima,activo,si,si,0
CL-02895,1677,4,58,enterprise,388.88,20992.65,tarjeta,1,premium,0,365,18,1,0,3,Arequipa,inactivo,si,no,1
CL-02896,618,30,30,mensual,100.72,3045.41,transferencia,1,basico,0,30,37,0,0,29,Trujillo,activo,si,no,1
CL-02897,2385,1,5,enterprise,434.52,1953.87,transferencia,0,basico,1,365,4,1,0,0,Lima,activo,si,si,0
CL-02898,128,72,72,mensual,95.9,6040.94,yape,1,avanzado,0,30,43,0,0,71,Cusco,activo,no,no,1
CL-02899,436,1,5,anual,206.73,852.06,tarjeta,0,avanzado,0,365,35,1,0,0,Chiclayo,activo,no,no,1
CL-02900,2024,30,30,mensual,176.96,4190.82,yape,1,basico,1,30,38,0,0,29,Arequipa,activo,no,si,1
CL-02901,2455,40,40,mensual,205.68,6891.74,yape,1,avanzado,0,30,15,0,0,39,Lima,activo,no,no,1
CL-02902,237,3,38,enterprise,420.9,13944.53,tarjeta,1,premium,0,365,30,1,0,2,Lima,activo,si,no,1
CL-02903,390,27,27,mensual,101.46,2682.65,yape,1,basico,1,30,34,0,0,26,Lima,activo,no,si,1
